project,direct_dependencies_bloated_count,direct_dependencies_bloated_loc,direct_dependency_files_bloated_count,direct_dependency_files_bloated_loc,direct_dependency_functions_bloated_count,direct_dependency_functions_bloated_loc,direct_dependencies_used_count,direct_dependencies_used_loc,direct_dependency_files_used_count,direct_dependency_files_used_loc,direct_dependency_functions_used_count,direct_dependency_functions_used_loc,transitive_dependencies_bloated_count,transitive_dependencies_bloated_loc,transitive_dependency_files_bloated_count,transitive_dependency_files_bloated_loc,transitive_dependency_functions_bloated_count,transitive_dependency_functions_bloated_loc,transitive_dependencies_used_count,transitive_dependencies_used_loc,transitive_dependency_files_used_count,transitive_dependency_files_used_loc,transitive_dependency_functions_used_count,transitive_dependency_functions_used_loc
jupyter-server/jupyter_server,3,9445,199,36863,2457,29833,7,39765,32,12347,129,2942,35,219468,803,256155,8459,120212,13,71244,53,34557,356,7959
maxmind/geoip2-python,0,0,52,15903,1402,15734,3,26477,19,10574,111,2497,5,5106,71,26863,995,23116,5,30208,15,8451,55,1235
chimpler/pyhocon,0,0,7,3998,483,6815,1,10913,4,6915,31,594,0,0,0,0,0,0,0,0,0,0,0,0
algolia/algoliasearch-client-python,0,0,8,737,162,2351,1,5435,10,4698,74,1573,17,178200,557,225166,9802,136231,3,50090,10,3124,41,808
algolia/algoliasearch-django,0,0,874,147027,8743,104588,2,152566,27,5539,51,838,7,39647,104,40739,1322,26872,1,1737,1,645,5,77
pyexcel/pyexcel-ods3,0,0,85,11809,919,7952,3,14543,20,2734,86,786,0,0,3,195,23,310,1,667,2,472,9,122
pysat/pysat,1,987,773,366637,17152,409869,6,601852,195,236202,1906,57781,16,31869,381,123986,6549,117698,5,162563,64,70446,441,20130
scikit-rf/scikit-rf,0,0,773,356462,14416,365252,3,552101,153,195639,1339,53164,3,8641,46,11218,445,3638,1,2636,1,59,1,21
namaggarwal/splitwise,0,0,20,1394,240,3960,2,6786,13,5392,48,1004,2,4811,113,36122,1003,26129,3,34415,10,3104,39,790
signalfx/signalfx-python,3,17106,96,20656,1302,15540,3,11433,29,7883,145,2827,1,4603,40,22599,593,17176,2,22552,12,4556,50,1054
thekevjames/coveralls-python,0,0,52,8502,741,11596,3,19182,23,10680,143,2247,3,16187,53,26200,644,18267,1,11176,2,1163,3,77
ocropus/hocr-tools,3,115168,280,115168,4984,74776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
closeio/cleancat,1,2636,23,8639,356,6122,1,7616,1,1613,28,862,11,110946,582,336465,16053,225091,2,227497,3,1978,3,9
closeio/tasktiger,0,0,90,33277,2334,31574,3,43408,9,10131,26,587,1,247,1,247,19,158,0,0,0,0,0,0
oggm/oggm,1,987,991,464791,20309,478541,8,774131,245,310327,2025,72537,13,143185,529,191961,7724,120730,5,56507,8,7731,24,774
ojarva/python-sshpubkeys,0,0,71,13443,1438,11944,1,19164,12,5721,48,412,3,25879,56,25879,1581,18986,1,998,1,998,1,2
getstream/stream-django,0,0,858,142067,8636,103590,2,151806,34,9739,82,1236,13,52990,187,67492,3119,48736,4,21440,12,6938,27,583
copier-org/copier,2,1689,492,175184,4538,58729,10,185059,31,11564,78,1654,4,11185,177,57688,2997,38854,4,53725,11,7222,23,415
jonathonreinhart/scuba,0,0,8,1968,330,4398,1,5923,10,3955,18,222,42,450541,1245,490930,19683,278806,4,55504,26,15115,188,4405
nornir-automation/nornir,1,14545,37,15087,945,12229,1,1642,1,1100,6,55,2,3486,4,3532,218,1976,1,212,1,166,2,6
christabor/flask_jsondash,0,0,32,9483,813,10412,2,15577,10,6094,34,1113,3,14643,193,70077,4842,59734,4,76786,42,21352,166,3049
pytransitions/transitions,0,0,0,0,60,361,1,998,1,998,1,2,0,0,0,0,0,0,0,0,0,0,0,0
dfm/corner.py,0,0,145,103913,3095,51904,1,124992,12,21079,95,2686,8,129064,647,250548,10472,191951,4,174361,42,52877,234,11294
dfm/python-fsps,0,0,222,104468,3712,95439,1,133985,16,29517,68,2787,0,0,0,0,0,0,0,0,0,0,0,0
dfm/emcee,0,0,218,100375,3681,93528,1,133985,20,33610,99,4698,0,0,0,0,0,0,0,0,0,0,0,0
the-useless-one/pywerview,1,7110,375,142460,7436,88215,6,204295,100,68945,672,13948,16,180738,837,266026,12127,152189,5,94495,19,9207,106,1805
cloudinary/pycloudinary,0,0,22,4314,418,5331,3,12774,21,8460,106,2382,0,0,0,0,0,0,0,0,0,0,0,0
davidemms/orthofinder,0,0,678,356744,10158,282903,2,390959,18,34215,94,3631,0,0,0,0,0,0,0,0,0,0,0,0
pdfarranger/pdfarranger,0,0,34,9071,553,8218,2,13275,4,4204,42,1541,4,42479,137,42479,1760,29322,1,998,1,998,1,2
jpush/jpush-api-python-client,0,0,12,2277,225,3722,1,5435,6,3158,11,202,3,16103,53,26116,643,18186,1,11176,2,1163,3,77
peopledoc/django-agnocomplete,1,5435,810,121152,8462,101290,1,149210,77,33493,305,5542,7,35210,86,36182,1146,23270,1,1737,2,765,6,86
peopledoc/django-formidable,0,0,909,133701,9745,117559,5,180244,88,46543,412,7412,4,9983,45,11488,757,6981,3,4318,5,2813,14,147
sdispater/pendulum,0,0,17,6003,275,5038,1,7616,1,1613,28,862,1,960,9,960,75,598,1,998,1,998,1,2
sdispater/cleo,0,0,45,5921,191,4548,2,6529,5,608,12,232,0,0,0,0,0,0,0,0,0,0,0,0
sdispater/orator,2,56865,750,181023,3098,35075,10,151453,74,27295,243,4790,5,5137,48,11246,488,7605,3,8869,3,2760,35,937
imageio/imageio,0,0,287,110631,4728,111419,2,165001,45,54370,223,8566,0,0,0,0,0,0,0,0,0,0,0,0
pdfminer/pdfminer.six,0,0,69,16559,1365,11828,2,22242,15,5683,52,1447,2,19120,33,19120,1197,13828,0,0,0,0,0,0
tomopy/tomopy,0,0,365,120409,4289,122518,2,185826,55,65417,404,19328,4,106567,902,389161,11722,329791,7,359835,37,77241,171,7541
materialsproject/fireworks,1,14545,193,50827,4372,60470,9,83420,75,47138,429,9905,2,1476,269,72906,4548,59525,7,90027,25,18597,124,2388
boto/boto3,0,0,14,5296,611,5861,2,9458,10,4162,71,1135,0,0,91,29464,2608,33720,4,54708,39,25244,249,4371
sulab/wikidataintegrator,1,859,303,61099,5774,116932,9,192328,206,132088,1466,37110,21,86655,799,297020,12543,210200,13,283470,92,73105,571,12203
robotools/fontmath,0,0,285,109992,4579,65551,1,111639,4,1647,17,305,0,0,0,0,0,0,0,0,0,0,0,0
robotools/fontparts,0,0,306,109778,5536,74023,4,127227,34,17449,146,2737,5,10304,159,46947,2653,34804,2,42944,11,6301,63,926
cubewise-code/tm1py,0,0,27,3799,603,5430,4,12037,15,8238,156,2344,2,4727,44,22827,571,16858,2,22552,11,4452,75,1405
alerta/alerta,1,2636,17,4586,376,4309,3,7803,16,5853,108,2325,4,8446,56,30879,1174,26188,3,32682,18,10249,93,1653
pycqa/flake8-bugbear,1,4831,50,7303,399,7829,1,5459,1,2987,1,3,2,3214,9,3214,295,4620,1,2732,1,2732,2,12
pycqa/prospector,5,25300,361,72491,3561,55602,7,63645,53,16454,227,4759,12,52718,265,74396,3873,59405,7,46428,29,24750,229,4555
pycqa/pydocstyle,0,0,31,23006,369,12952,1,23089,1,83,1,7,0,0,0,0,0,0,0,0,0,0,0,0
pycqa/isort,2,10436,42,20734,1182,15276,1,10862,1,564,23,355,19,276862,812,300333,11474,175835,1,27538,2,4067,3,115
pycqa/pylint,0,0,67,14335,945,14233,6,23298,15,8963,111,1602,2,2708,89,15185,1635,20560,2,33903,24,21426,159,3347
pycqa/astroid,0,0,0,0,0,0,0,0,0,0,0,0,2,2708,11,2708,488,3498,1,3072,1,3072,3,30
open-cogsci/opensesame,1,2926,162,35229,2048,32931,7,47977,34,15674,104,1948,15,138273,1480,497251,21144,402267,11,496348,166,137370,715,22917
pymeasure/pymeasure,0,0,663,203930,13841,262362,6,413793,201,209863,1692,50682,4,11713,47,14290,607,5565,1,2636,1,59,1,21
pydata/pandas-datareader,0,0,175,49161,4904,103261,3,173693,101,124532,1086,35761,4,5752,301,129099,4705,113746,5,166789,39,43442,167,6693
pydata/patsy,0,0,204,82694,3615,88847,2,134983,35,52289,227,9835,0,0,0,0,0,0,0,0,0,0,0,0
pydata/xarray,0,0,342,126019,8171,186280,3,299196,140,173177,1224,45859,2,1025,45,10619,438,3135,2,10252,2,658,8,311
ptb-pst1/pydynamic,3,621184,1622,943836,27193,575185,2,381960,31,59308,130,6010,18,276821,991,349614,14140,257093,1,133985,51,61192,348,16540
